swatch_id,img,x0,y0,x1,y1,top_stop,bottom_stop,border,text_cloud,grad_mag,border_contrast
img_6319_244,IMG_6319.png,361,817,506,986,#4f6149,#4d6048,#76a569,#3f3e3e,1.76,46.2
img_6319_245,IMG_6319.png,534,817,680,986,#7cc36a,#ffffff,#a5d09a,#66915c,113.21,13.49
img_6319_246,IMG_6319.png,708,817,854,986,#5d6f58,#5a6d55,#74a069,#494948,2.55,30.49
img_6319_247,IMG_6319.png,23,920,266,1109,#688c5f,#485444,#63725f,#649a57,38.18,8.77
img_6319_248,IMG_6319.png,312,920,555,1109,#628659,#474c45,#6d8c65,#454e42,35.1,10.85
img_6319_249,IMG_6319.png,601,920,844,1109,#6e9d62,#b1bbae,#789571,#6aac5b,57.33,4.22
img_6319_250,IMG_6319.png,13,1018,159,1186,#3f403f,#3e3e3e,#444f42,#3e3e3e,1.4,9.01
img_6319_251,IMG_6319.png,187,1018,333,1186,#69aa5a,#393939,#506f49,#495745,64.64,2.67
img_6319_252,IMG_6319.png,361,1018,506,1186,#4b5e47,#3c3c3c,#536a4d,#3e3e3e,20.02,21.45
img_6319_253,IMG_6319.png,534,1018,680,1186,#69aa5a,#393939,#56744f,#687265,64.74,3.15
img_6319_254,IMG_6319.png,708,1018,854,1186,#586b54,#4d4d4d,#566f50,#3e3e3e,16.37,17.64
img_6319_255,IMG_6319.png,17,1051,199,1267,#4a5d46,#3b3b3b,#424b40,#3e3e3e,19.69,7.44
img_6319_256,IMG_6319.png,234,1051,416,1267,#65a657,#363636,#475b42,#3a3a3a,63.81,17.24
img_6319_257,IMG_6319.png,451,1051,633,1267,#65a657,#373737,#495845,#4b4b4b,63.02,8.77
img_6319_258,IMG_6319.png,668,1051,850,1267,#5e8056,#3e3e3e,#4e6149,#4b4b4b,40.6,15.79
img_6319_259,IMG_6319.png,23,1145,266,1334,#3a3a3a,#50634a,#4b5847,#373737,26.65,19.81
img_6319_260,IMG_6319.png,312,1145,555,1334,#3c3c3c,#424540,#4a5647,#3c3c3c,6.23,14.15
img_6319_261,IMG_6319.png,601,1145,844,1334,#3e3e3e,#6f8f67,#586f52,#333333,57.01,34.36
img_6319_262,IMG_6319.png,13,1218,159,1387,#3e3d3e,#3e3d3d,#3a3a3a,#3e3d3d,0.55,3.13
img_6319_263,IMG_6319.png,187,1218,333,1387,#373737,#323232,#424d3f,#8cd579,5.09,64.21
img_6319_264,IMG_6319.png,534,1218,680,1387,#333333,#272727,#3d463b,#9ddc8e,12.23,80.31
img_6319_265,IMG_6319.png,708,1218,854,1387,#434343,#3f3e3e,#3f453d,#585757,4.6,3.17
img_6319_266,IMG_6319.png,17,1309,199,1525,#3a3a3a,#3d3d3d,#464f44,#3e3d3d,2.99,13.74
img_6319_267,IMG_6319.png,234,1309,416,1525,#83c572,#3d3d3d,#5c7855,#303030,86.56,46.82
img_6319_268,IMG_6319.png,451,1309,633,1525,#73986a,#3d3d3d,#586555,#232323,63.23,37.41
img_6319_269,IMG_6319.png,668,1309,850,1525,#515d4d,#3d3d3d,#52604e,#424242,22.57,25.83
img_6319_270,IMG_6319.png,23,1371,266,1560,#363636,#799b72,#505c4d,#3d3d3d,76.19,22.77
img_6319_271,IMG_6319.png,312,1371,555,1560,#3c3b3b,#6f8969,#4d584b,#3d3d3d,58.64,17.96
img_6319_272,IMG_6319.png,601,1371,844,1560,#2f2f2f,#424241,#3f453e,#474747,18.5,2.77
img_6319_273,IMG_6319.png,13,1419,159,1587,#3e3d3d,#3d3d3d,#4b5449,#3d3d3d,0.2,16.11
img_6319_274,IMG_6319.png,187,1419,333,1587,#2f2f2f,#a9e59c,#6a8564,#444a43,137.46,7.65
img_6319_275,IMG_6319.png,361,1419,506,1587,#3b3a3a,#637b5e,#566353,#3d3d3d,47.03,15.81
img_6319_276,IMG_6319.png,534,1419,680,1587,#212121,#3b3b3b,#383938,#474946,25.98,11.56
img_6319_277,IMG_6319.png,708,1419,854,1587,#414141,#444544,#40443f,#3d3d3d,3.19,1.69
img_6319_278,IMG_6319.png,17,1566,199,1783,#556552,#51604c,#61785b,#3d3d3d,5.0,15.48
img_6319_279,IMG_6319.png,234,1566,416,1783,#a8e49a,#8fd07f,#93cc86,#484c45,24.0,38.15
img_6319_280,IMG_6319.png,451,1566,633,1783,#3e3f3e,#333433,#464d45,#799972,11.3,20.08
img_6319_281,IMG_6319.png,668,1566,850,1783,#414241,#3a3b3a,#464e44,#484c48,7.13,1.52
img_6319_282,IMG_6319.png,23,1596,266,1785,#75986e,#6a8e61,#637e5d,#7aa56f,11.08,4.69
img_6319_283,IMG_6319.png,312,1596,555,1785,#6c8766,#637f5b,#678460,#556851,9.45,3.01
img_6319_284,IMG_6319.png,601,1596,844,1785,#3e3e3d,#353635,#566753,#6e8a68,8.41,0.77
img_6319_285,IMG_6319.png,13,1619,159,1787,#3d3d3d,#3d3c3c,#5b7056,#3d3c3d,0.46,35.81
img_6319_286,IMG_6319.png,187,1619,333,1787,#72916a,#8ecf7e,#8ac07d,#515d4d,36.71,48.29
img_6319_287,IMG_6319.png,361,1619,506,1787,#61795c,#5a7254,#5f7959,#485145,6.92,1.74
img_6319_288,IMG_6319.png,534,1619,680,1787,#87ad7e,#2e2e2e,#475045,#81a579,98.41,52.65
img_6319_289,IMG_6319.png,708,1619,854,1787,#424442,#3f403f,#424840,#535752,3.35,2.39
img_6320_290,IMG_6320.png,13,16,159,184,#343739,#4c6745,#3f4c3e,#464846,27.7,4.86
img_6320_291,IMG_6320.png,187,16,333,184,#4a4d4e,#48763c,#485e44,#535d51,20.58,1.8
img_6320_292,IMG_6320.png,361,16,506,184,#626466,#455e3e,#505e4e,#404140,25.12,16.47
img_6320_293,IMG_6320.png,534,16,680,184,#46484a,#48763c,#465d42,#43583f,20.74,4.43
img_6320_294,IMG_6320.png,708,16,854,184,#343739,#4e6449,#465a43,#404040,29.22,5.66
img_6320_295,IMG_6320.png,23,18,266,207,#343739,#4d7a41,#40513e,#536c4c,33.18,10.4
img_6320_296,IMG_6320.png,312,18,555,207,#898b8c,#476141,#556a51,#424e3f,61.11,20.2
img_6320_297,IMG_6320.png,601,18,844,207,#343739,#45603f,#455c41,#424e3f,21.21,5.38
img_6320_298,IMG_6320.png,17,20,199,237,#343739,#4e7344,#4f5b4e,#547b49,32.28,6.68
img_6320_299,IMG_6320.png,234,20,416,237,#343739,#4e7744,#546252,#537b49,33.67,7.63
img_6320_300,IMG_6320.png,451,20,633,237,#343739,#9fb899,#647960,#47763b,110.81,28.53
img_6320_301,IMG_6320.png,668,20,850,237,#343739,#485b43,#475f42,#404040,21.87,5.33
img_6320_302,IMG_6320.png,13,216,159,384,#4d6a46,#517149,#5c7156,#5f8855,4.52,7.22
img_6320_303,IMG_6320.png,187,216,333,384,#82a47a,#528c44,#719c66,#93b28a,41.8,40.76
img_6320_304,IMG_6320.png,361,216,506,384,#46613f,#486541,#5f7958,#48693f,2.71,22.64
img_6320_305,IMG_6320.png,534,216,680,384,#9ab493,#528c44,#719c66,#8bae83,63.44,38.74
img_6320_306,IMG_6320.png,708,216,854,384,#4a5c46,#41493e,#55734e,#434a41,12.11,19.75
img_6320_307,IMG_6320.png,23,243,266,432,#b8c9b3,#403f3f,#697366,#518842,124.63,16.59
img_6320_308,IMG_6320.png,312,243,555,432,#62765d,#403f3f,#60765a,#486740,39.87,18.12
img_6320_309,IMG_6320.png,601,243,844,432,#60745b,#403f3f,#5f715b,#486640,37.81,18.35
img_6320_310,IMG_6320.png,17,278,199,494,#6f8e67,#4b6844,#5c6d57,#597b50,36.24,14.08
img_6320_311,IMG_6320.png,234,278,416,494,#7b9a73,#4b6a43,#5d6f58,#597d50,47.97,13.89
img_6320_312,IMG_6320.png,451,278,633,494,#4f8441,#436c39,#6c8a64,#4c7641,14.53,33.9
img_6320_313,IMG_6320.png,668,278,850,494,#465741,#434d40,#4e6747,#403f3f,4.72,16.38
img_6320_314,IMG_6320.png,13,416,159,585,#403f3f,#495c44,#465143,#607959,14.23,9.04
img_6320_315,IMG_6320.png,187,416,333,585,#403f3f,#698361,#586a53,#426a38,47.69,11.24
img_6320_316,IMG_6320.png,361,416,506,585,#403f3f,#40543b,#495646,#445d3e,8.35,5.71
img_6320_317,IMG_6320.png,534,416,680,585,#403f3f,#84987d,#586b52,#426a38,73.3,16.19
img_6320_318,IMG_6320.png,708,416,854,585,#403f3f,#41493f,#42513e,#414440,3.73,3.26
img_6320_319,IMG_6320.png,23,469,266,658,#496e3f,#a5afa0,#4d6248,#47693d,84.35,33.21
img_6320_320,IMG_6320.png,312,469,555,658,#44593f,#495845,#536d4c,#42563c,3.59,12.27
img_6320_321,IMG_6320.png,601,469,844,658,#42573c,#465642,#51674b,#42563c,3.58,12.54
img_6320_322,IMG_6320.png,17,536,199,752,#476240,#475743,#555f52,#3f5e36,4.74,8.12
img_6320_323,IMG_6320.png,234,536,416,752,#476540,#475842,#545e50,#486540,5.19,11.4
img_6320_324,IMG_6320.png,451,536,633,752,#3f6436,#35502e,#4a6144,#93a18e,12.57,64.63
img_6320_325,IMG_6320.png,668,536,850,752,#414d3f,#40433f,#4a5945,#3f3f3f,3.87,10.98
img_6320_326,IMG_6320.png,13,617,159,785,#52624e,#3f3f3f,#535951,#586b54,23.34,8.4
img_6320_327,IMG_6320.png,187,617,333,785,#ece9e9,#3f3f3f,#6b7567,#375430,171.2,37.56
img_6320_328,IMG_6320.png,361,617,506,785,#3f513a,#3f3f3f,#565d53,#41563c,7.7,21.63
img_6320_329,IMG_6320.png,534,617,680,785,#ece9e9,#3f3f3f,#6b7567,#375330,171.25,44.33
img_6320_330,IMG_6320.png,708,617,854,785,#40463e,#3f3f3f,#4a5447,#40433f,3.16,12.92
img_6320_331,IMG_6320.png,23,694,266,883,#3e5736,#78b967,#516d4a,#3f3f3f,68.13,6.13
img_6320_332,IMG_6320.png,312,694,555,883,#3f4e3b,#648c5a,#56794d,#3f3f3f,42.96,19.35
img_6320_333,IMG_6320.png,601,694,844,883,#3c4c38,#5f8455,#53744a,#3f3f3f,39.48,16.66
img_6320_334,IMG_6320.png,17,793,199,1010,#495047,#85a97d,#63775e,#76bb65,67.68,19.26
img_6320_335,IMG_6320.png,234,793,416,1010,#4e574a,#b2d1aa,#657a60,#76bb65,105.88,34.67
img_6320_336,IMG_6320.png,451,793,633,1010,#4f5e4a,#fcfdfc,#719c67,#79bc68,169.9,44.11
img_6320_337,IMG_6320.png,668,793,850,1010,#3f3e3e,#526b4c,#648d5a,#3f3e3e,25.71,19.43
img_6320_338,IMG_6320.png,13,817,159,986,#638659,#5e8455,#6d8966,#719e66,3.62,8.45
img_6320_339,IMG_6320.png,187,817,333,986,#7dc36a,#ffffff,#a5d599,#76bb65,112.99,21.65
img_6320_340,IMG_6320.png,361,817,506,986,#5c7c53,#597b51,#7fae74,#608557,1.95,38.11
img_6320_341,IMG_6320.png,534,817,680,986,#7dc36a,#ffffff,#a5d499,#76bb65,112.97,19.5
img_6320_342,IMG_6320.png,708,817,854,986,#536a4c,#526c4b,#659658,#485545,1.5,21.97
img_6320_343,IMG_6320.png,23,920,266,1109,#a4cb9a,#7fb871,#677d62,#77b469,32.71,41.98
img_6320_344,IMG_6320.png,312,920,555,1109,#618857,#556f4e,#74956c,#597b51,15.56,15.29
img_6320_345,IMG_6320.png,601,920,844,1109,#5c8052,#546f4e,#688c5f,#597a51,9.55,7.68
img_6320_346,IMG_6320.png,13,1018,159,1186,#5c8053,#445142,#4d6048,#474c45,29.47,1.44
img_6320_347,IMG_6320.png,187,1018,333,1186,#69ab5a,#3a3b3a,#54774d,#61825a,63.7,2.11
img_6320_348,IMG_6320.png,361,1018,506,1186,#57784f,#3c3c3c,#546e4e,#414440,35.66,14.89
img_6320_349,IMG_6320.png,534,1018,680,1186,#69ab5a,#393939,#52734b,#577650,65.13,1.48
img_6320_350,IMG_6320.png,708,1018,854,1186,#506a49,#424e3f,#506f49,#3e3e3e,17.42,16.87
img_6320_351,IMG_6320.png,17,1051,199,1267,#619155,#3c403b,#4b5a47,#455142,48.14,10.3
img_6320_352,IMG_6320.png,234,1051,416,1267,#68a45a,#3a3f39,#485844,#445041,59.83,6.32
img_6320_353,IMG_6320.png,451,1051,633,1267,#66a757,#363636,#496044,#3a3a3a,64.35,15.63
img_6320_354,IMG_6320.png,668,1051,850,1267,#4f684a,#3f483c,#4b6745,#3e3e3e,20.58,18.95
img_6320_355,IMG_6320.png,23,1145,266,1334,#3e3e3e,#6b995f,#4d5d49,#373737,56.15,15.26
img_6320_356,IMG_6320.png,312,1145,555,1334,#3c3c3c,#3e433c,#40483e,#3b3b3b,3.21,4.72
img_6320_357,IMG_6320.png,601,1145,844,1334,#3a3a3a,#3e453c,#455541,#383838,5.15,14.8
img_6320_358,IMG_6320.png,13,1218,159,1387,#3e443d,#3c423a,#60675d,#455641,2.48,34.83
img_6320_359,IMG_6320.png,187,1218,333,1387,#373737,#323232,#3f483d,#7bb56b,5.02,54.79
img_6320_360,IMG_6320.png,361,1218,506,1387,#3b3b3b,#393939,#445540,#3c3b3b,1.85,14.31
img_6320_361,IMG_6320.png,534,1218,680,1387,#373737,#323232,#383d37,#4a6444,5.21,15.91
img_6320_362,IMG_6320.png,708,1218,854,1387,#44563f,#44523f,#485d42,#3f433e,1.67,5.28
img_6320_363,IMG_6320.png,17,1309,199,1525,#546e4d,#3d3d3d,#566752,#353a34,29.61,29.44
img_6320_364,IMG_6320.png,234,1309,416,1525,#638a58,#3d3d3d,#556950,#303030,47.33,30.44
img_6320_365,IMG_6320.png,451,1309,633,1525,#4a6444,#3d3d3d,#3a4039,#303030,19.91,7.79
img_6320_366,IMG_6320.png,668,1309,850,1525,#3e463c,#3d3d3d,#434f40,#3e3d3d,3.7,7.64
img_6320_367,IMG_6320.png,23,1371,266,1560,#353834,#363935,#393b38,#424a40,0.91,10.11
img_6320_368,IMG_6320.png,312,1371,555,1560,#3a3d39,#3d3f3d,#383a38,#3d3d3d,2.83,3.29
img_6320_369,IMG_6320.png,601,1371,844,1560,#373736,#3a3a3a,#3b4039,#3d3d3d,3.27,2.37
img_6320_370,IMG_6320.png,13,1419,159,1587,#3d443b,#3e433d,#464a44,#3d3d3d,1.64,5.31
img_6320_371,IMG_6320.png,187,1419,333,1587,#2f3030,#2f2f2f,#363936,#494f47,0.52,10.13
img_6320_372,IMG_6320.png,534,1419,680,1587,#2f2f2f,#383838,#363636,#3c3c3c,8.36,4.81
img_6320_373,IMG_6320.png,708,1419,854,1587,#424c3f,#3b3b3b,#3c413b,#3d3d3d,9.34,2.2
img_6320_374,IMG_6320.png,17,1566,199,1783,#3a3d39,#3a3d39,#4f514e,#2f2f2f,0.17,10.07
img_6320_375,IMG_6320.png,234,1566,416,1783,#343633,#343633,#474746,#848484,0.0,15.49
img_6320_376,IMG_6320.png,451,1566,633,1783,#373737,#303030,#414341,#e5ffdf,7.02,78.08
img_6320_377,IMG_6320.png,668,1566,850,1783,#3a3a3a,#383737,#3f413f,#3d3d3d,2.2,7.14
img_6320_378,IMG_6320.png,23,1596,266,1785,#353835,#353835,#424342,#828282,0.04,34.64
img_6320_379,IMG_6320.png,312,1596,555,1785,#3b3d3b,#393a38,#4d504c,#3a3a3a,2.36,13.51
img_6320_380,IMG_6320.png,601,1596,844,1785,#393939,#363535,#444644,#363636,3.24,2.98
img_6320_381,IMG_6320.png,13,1619,159,1787,#3e433d,#3f433e,#5d635b,#4f5c4c,0.32,31.01
img_6320_382,IMG_6320.png,187,1619,333,1787,#767676,#2f2f2f,#4a4a4a,#959595,71.13,60.47
img_6320_383,IMG_6320.png,361,1619,506,1787,#3a3a3a,#383838,#424441,#3b3b3b,1.69,9.41
img_6320_384,IMG_6320.png,534,1619,680,1787,#8e9b8b,#303030,#565b55,#a1b19d,97.08,62.03
img_6320_385,IMG_6320.png,708,1619,854,1787,#3a3a3a,#393838,#373736,#3d3c3c,1.52,2.53
img_6321_386,IMG_6321.png,13,16,159,184,#343739,#495546,#40523e,#404040,21.15,6.18
img_6321_387,IMG_6321.png,187,16,333,184,#4a4d4e,#48763c,#465e42,#44583f,20.55,4.58
img_6321_388,IMG_6321.png,361,16,506,184,#626466,#44593e,#50624d,#404040,27.11,18.8
img_6321_389,IMG_6321.png,534,16,680,184,#46484a,#69a25b,#557150,#434a41,47.46,6.07
img_6321_390,IMG_6321.png,708,16,854,184,#343739,#536e4c,#455343,#404040,34.9,1.59
img_6321_391,IMG_6321.png,23,18,266,207,#343739,#45613e,#41563d,#43543f,21.4,2.79
img_6321_392,IMG_6321.png,312,18,555,207,#898b8c,#476140,#597055,#414840,61.71,24.9
img_6321_393,IMG_6321.png,601,18,844,207,#343739,#609054,#475945,#56774e,53.22,13.24
img_6321_394,IMG_6321.png,17,20,199,237,#343739,#495b44,#42593e,#404040,22.98,5.91
img_6321_395,IMG_6321.png,234,20,416,237,#343739,#779b6d,#62785e,#47763b,72.93,26.67
img_6321_396,IMG_6321.png,451,20,633,237,#343739,#5c8951,#636f60,#689f5a,48.77,12.7
img_6321_397,IMG_6321.png,668,20,850,237,#343739,#55764c,#465644,#608d54,38.37,12.46
img_6321_398,IMG_6321.png,13,216,159,384,#495646,#4b5848,#527948,#404040,1.38,14.19
img_6321_399,IMG_6321.png,187,216,333,384,#f5f5f5,#528c44,#769f6b,#8bae83,148.23,34.58
img_6321_400,IMG_6321.png,361,216,506,384,#455b3f,#465d40,#57774f,#43543f,1.63,19.1
img_6321_401,IMG_6321.png,534,216,680,384,#c3cebd,#3f543a,#65805e,#9dac98,128.13,49.6
img_6321_402,IMG_6321.png,708,216,854,384,#4d6448,#414c3e,#53604f,#475942,15.79,11.09
img_6321_403,IMG_6321.png,23,243,266,432,#697c64,#403f3f,#60765a,#4b7241,46.4,17.8
img_6321_404,IMG_6321.png,312,243,555,432,#586e52,#403f3f,#62735d,#455b40,30.19,22.09
img_6321_405,IMG_6321.png,601,243,844,432,#a5b29f,#403f3f,#61685f,#466140,103.8,10.09
img_6321_406,IMG_6321.png,17,278,199,494,#4a5d45,#4a5548,#506f48,#403f3f,3.76,16.78
img_6321_407,IMG_6321.png,234,278,416,494,#4f8441,#436c39,#6a8862,#4c7641,14.54,31.72
img_6321_408,IMG_6321.png,451,278,633,494,#8e9f88,#485f43,#5c6659,#40523c,67.73,25.19
img_6321_409,IMG_6321.png,668,278,850,494,#65775f,#465642,#565f53,#42513d,31.06,20.09
img_6321_410,IMG_6321.png,13,416,159,585,#403f3f,#495047,#43563e,#3f3f3f,11.4,7.58
img_6321_411,IMG_6321.png,187,416,333,585,#403f3f,#b9c1b4,#5b6d55,#426a38,122.84,19.01
img_6321_412,IMG_6321.png,361,416,506,585,#403f3f,#40503c,#41513d,#434f40,6.87,0.58
img_6321_413,IMG_6321.png,534,416,680,585,#403f3f,#a7aea3,#5c6658,#486042,104.44,17.85
img_6321_414,IMG_6321.png,708,416,854,585,#403f3f,#414b3f,#41483f,#434e41,4.78,2.31
img_6321_415,IMG_6321.png,23,469,266,658,#42593c,#4e5d4a,#526c4b,#425c3b,10.23,11.82
img_6321_416,IMG_6321.png,312,469,555,658,#42563d,#3f4f3a,#546a4e,#42513e,4.59,17.33
img_6321_417,IMG_6321.png,601,469,844,658,#485e43,#949991,#515d4e,#43593e,71.26,11.86
img_6321_418,IMG_6321.png,17,536,199,752,#485445,#444942,#495d44,#3f3f3f,6.12,4.6
img_6321_419,IMG_6321.png,234,536,416,752,#3f6436,#35502e,#4d6347,#93a18e,12.56,52.95
img_6321_420,IMG_6321.png,451,536,633,752,#44583f,#3a4537,#525950,#657160,12.53,17.71
img_6321_421,IMG_6321.png,668,536,850,752,#43523f,#3c4439,#4c534a,#3e4f3a,8.85,1.97
img_6321_422,IMG_6321.png,13,617,159,785,#484f46,#3f3f3f,#455341,#3f3f3f,11.02,5.1
img_6321_423,IMG_6321.png,187,617,333,785,#ece9e9,#3f3f3f,#727b6e,#375330,171.26,50.84
img_6321_424,IMG_6321.png,361,617,506,785,#3f4e3b,#3f3f3f,#495345,#434f40,6.31,9.57
img_6321_425,IMG_6321.png,534,617,680,785,#ece9e9,#3f3f3f,#6d726a,#3a4836,171.27,47.16
img_6321_426,IMG_6321.png,708,617,854,785,#40483d,#3f3f3f,#4d514c,#3f473d,3.91,14.38
img_6321_427,IMG_6321.png,23,694,266,883,#3c4c37,#628b58,#56794d,#3f3f3f,44.76,19.01
img_6321_428,IMG_6321.png,312,694,555,883,#3d4b38,#5e8455,#53744a,#3f3f3f,39.38,17.32
img_6321_429,IMG_6321.png,601,694,844,883,#3a4737,#73b263,#4e6648,#3f3f3f,69.28,2.83
img_6321_430,IMG_6321.png,17,793,199,1010,#3f3e3e,#597652,#6f9565,#3f3e3e,33.76,21.02
img_6321_431,IMG_6321.png,234,793,416,1010,#4f5e4a,#fafcf9,#729c68,#76bb65,168.14,35.78
img_6321_432,IMG_6321.png,451,793,633,1010,#464e43,#5d974f,#506b49,#76bb65,35.89,40.69
img_6321_433,IMG_6321.png,668,793,850,1010,#434841,#59854e,#506949,#75b964,31.71,26.01
img_6321_434,IMG_6321.png,13,817,159,986,#586e52,#567050,#76a66a,#4d554a,1.65,35.34
img_6321_435,IMG_6321.png,187,817,333,986,#7dc36a,#ffffff,#a6d49a,#78bc66,112.97,8.77
img_6321_436,IMG_6321.png,361,817,506,986,#566e4f,#54704d,#739f68,#4f5f4b,1.58,32.46
img_6321_437,IMG_6321.png,534,817,680,986,#7dc36a,#508842,#6cad5b,#76bb64,48.03,1.52
img_6321_438,IMG_6321.png,708,817,854,986,#597851,#57784f,#55744d,#597b50,1.77,5.27
img_6321_439,IMG_6321.png,23,920,266,1109,#5f8755,#577550,#729469,#608c55,10.3,12.75
img_6321_440,IMG_6321.png,312,920,555,1109,#5c8052,#52694c,#658a5c,#52694c,12.95,8.23
img_6321_441,IMG_6321.png,601,920,844,1109,#6aa65b,#5d8c52,#4e6948,#69aa59,16.2,25.55
img_6321_442,IMG_6321.png,13,1018,159,1186,#546d4e,#455142,#516d4b,#3e3e3e,18.83,13.82
img_6321_443,IMG_6321.png,187,1018,333,1186,#69ab5a,#393939,#52734b,#577650,65.13,1.48
img_6321_444,IMG_6321.png,361,1018,506,1186,#526d4c,#3b3b3b,#4e6748,#3e3e3e,30.16,11.08
img_6321_445,IMG_6321.png,534,1018,680,1186,#69ab5a,#4f8742,#58894d,#516d4a,28.79,11.21
img_6321_446,IMG_6321.png,708,1018,854,1186,#54754c,#44563f,#4b6345,#40423f,20.28,6.81
img_6321_447,IMG_6321.png,17,1051,199,1267,#567350,#3f433d,#495d45,#3e3e3e,29.89,14.72
img_6321_448,IMG_6321.png,234,1051,416,1267,#66a757,#363636,#495f44,#3a3a3a,64.31,15.42
img_6321_449,IMG_6321.png,451,1051,633,1267,#64a156,#4e7a42,#4d6b45,#44583f,27.12,8.19
img_6321_450,IMG_6321.png,668,1051,850,1267,#5a8850,#496a41,#4b6544,#424f3f,20.56,9.24
img_6321_451,IMG_6321.png,23,1145,266,1334,#3b3b3b,#3d423c,#3e443d,#3a3a3a,2.92,4.4
img_6321_452,IMG_6321.png,312,1145,555,1334,#3b3b3b,#3e463c,#465742,#393939,4.94,14.56
img_6321_453,IMG_6321.png,601,1145,844,1334,#42503f,#79a170,#566952,#4f8142,61.72,13.38
img_6321_454,IMG_6321.png,187,1218,333,1387,#373737,#323232,#363936,#4b6645,5.24,19.44
img_6321_455,IMG_6321.png,361,1218,506,1387,#3a3a3a,#383737,#404f3c,#383838,2.52,10.97
img_6321_456,IMG_6321.png,534,1218,680,1387,#4f8142,#4e7543,#56834b,#9fcc95,4.74,51.75
img_6321_457,IMG_6321.png,708,1218,854,1387,#465d40,#455740,#4c6246,#44563f,2.05,7.11
img_6321_458,IMG_6321.png,17,1309,199,1525,#3e423c,#3d3d3d,#424940,#3e3d3d,2.25,5.04
img_6321_459,IMG_6321.png,234,1309,416,1525,#4b6645,#3d3d3d,#3a4139,#303030,20.9,7.91
img_6321_460,IMG_6321.png,451,1309,633,1525,#769e6c,#3d3d3d,#4f5d4b,#4d7243,66.91,6.61
img_6321_461,IMG_6321.png,668,1309,850,1525,#5e7c57,#3d3d3d,#4c5948,#4c6e43,40.67,5.51
img_6321_462,IMG_6321.png,23,1371,266,1560,#383938,#3e403d,#383a38,#3d3d3d,5.69,2.39
img_6321_463,IMG_6321.png,312,1371,555,1560,#383b37,#3a3a3a,#3b4139,#3d3d3d,1.71,2.3
img_6321_464,IMG_6321.png,601,1371,844,1560,#4b6e42,#393939,#414c3d,#3e3f3d,27.09,0.74
img_6321_465,IMG_6321.png,13,1419,159,1587,#3f463d,#3c3e3b,#3a3d39,#3d3d3d,4.51,6.08
img_6321_466,IMG_6321.png,187,1419,333,1587,#2f2f2f,#383838,#363636,#3c3c3c,8.38,4.81
img_6321_467,IMG_6321.png,361,1419,506,1587,#383737,#3a3a3a,#393a39,#3d3d3d,2.32,2.63
img_6321_468,IMG_6321.png,534,1419,680,1587,#4d7044,#383838,#404b3c,#3c3c3c,29.83,7.29
img_6321_469,IMG_6321.png,708,1419,854,1587,#43513f,#393939,#3e433d,#3d3d3d,13.16,3.43
img_6321_470,IMG_6321.png,17,1566,199,1783,#3c3e3c,#3c3d3b,#404140,#3d3d3d,0.7,3.74
img_6321_471,IMG_6321.png,234,1566,416,1783,#373737,#303030,#434643,#e5ffdf,7.02,75.74
img_6321_472,IMG_6321.png,451,1566,633,1783,#373737,#323131,#3b3b3a,#3c3e3b,5.79,0.34
img_6321_473,IMG_6321.png,668,1566,850,1783,#383838,#333333,#3a3a3a,#343434,4.86,0.85
img_6321_474,IMG_6321.png,23,1596,266,1785,#3b3d3b,#393a38,#4c4f4b,#393838,2.63,8.48
img_6321_475,IMG_6321.png,312,1596,555,1785,#393839,#363535,#434543,#373737,2.96,0.21
img_6321_476,IMG_6321.png,601,1596,844,1785,#363636,#313131,#393a39,#494f48,5.3,3.84
img_6321_477,IMG_6321.png,13,1619,159,1787,#3c3e3b,#3d3f3c,#424342,#474f45,0.88,5.97
img_6321_478,IMG_6321.png,187,1619,333,1787,#9bab98,#303030,#494c48,#a1b29e,111.29,76.06
img_6321_479,IMG_6321.png,361,1619,506,1787,#393839,#363636,#434543,#373737,2.29,12.25
img_6321_480,IMG_6321.png,534,1619,680,1787,#444944,#303030,#363736,#464b45,21.77,13.69
img_6321_481,IMG_6321.png,708,1619,854,1787,#383838,#363636,#3a3b3a,#363636,2.56,3.19
img_6322_482,IMG_6322.png,13,16,159,184,#5e6367,#3c3c3c,#494b4d,#45494c,38.67,3.21
img_6322_483,IMG_6322.png,187,16,333,184,#5e6367,#393939,#494b4d,#45494c,41.79,10.95
img_6322_484,IMG_6322.png,361,16,506,184,#5e6367,#3f3f3f,#4c4e50,#45494c,35.7,7.54
img_6322_485,IMG_6322.png,534,16,680,184,#5e6367,#3d3d3d,#494b4d,#45494c,37.26,10.73
img_6322_486,IMG_6322.png,708,16,854,184,#5e6367,#2f2f2f,#46494a,#45494c,51.67,6.16
img_6322_487,IMG_6322.png,23,18,266,207,#5e6367,#3a3a3a,#4d4f51,#3a3c3d,41.1,6.65
img_6322_488,IMG_6322.png,312,18,555,207,#5e6367,#3a3a3a,#4b4d4f,#3a3c3d,40.41,3.59
img_6322_489,IMG_6322.png,601,18,844,207,#5e6367,#373936,#4a4d4e,#3a3c3d,43.28,2.3
img_6322_490,IMG_6322.png,17,20,199,237,#5e6367,#3b3a3a,#4a4c4e,#393a3a,40.21,7.81
img_6322_491,IMG_6322.png,234,20,416,237,#5e6367,#363636,#4c4e50,#393a3a,44.39,7.34
img_6322_492,IMG_6322.png,451,20,633,237,#5e6367,#323232,#4b4d4f,#393a3a,48.67,4.34
